annual_income,debt_to_income_ratio,financial_knowledge_score,investment_horizon_years,savings_rate,net_worth,recommended_strategy,adjusted_income,long_term_risk,wealth_growth_potential,income_stability_score,family_responsibility_score
58997.77,0.26,6,25,0.21,142114.15,0,43658.349799999996,50,29843.971499999996,176993.31,75
50937.23,0.39,10,17,0.09,382482.39,2,31071.710300000002,34,34423.4151,152811.69,17
61842.92,0.28,1,12,0.08,474641.53,1,44526.9024,24,37971.322400000005,185528.76,0
69754.18,0.14,3,18,0.21,548476.32,1,59988.59479999999,18,115180.02719999998,0.0,18
56038.02,0.32,9,17,0.07,257993.08,1,38105.853599999995,34,18059.515600000002,56038.02,34
61452.99,0.33,7,14,0.11,413052.81,0,41173.5033,14,45435.8091,0.0,0
104300.32,0.57,2,16,0.28,1026805.09,0,44849.13760000001,32,287505.4252,104300.32,48
75953.77,0.4,9,23,0.27,329037.74,2,45572.262,0,88840.18980000001,151907.54,69
111870.21,0.31,6,26,0.05,329433.59,2,77190.4449,0,16471.679500000002,0.0,0
93500.22,0.21,5,28,0.19,458201.71,1,73865.1738,28,87058.3249,0.0,0
35388.14,0.58,4,23,0.24,301606.78,2,14863.018800000002,46,72385.6272,70776.28,0
88455.64,0.2,9,10,0.07,282431.01,2,70764.512,20,19770.170700000002,176911.28,0
78825.02,0.31,7,13,0.18,538973.6,0,54389.2638,26,97015.24799999999,78825.02,26
110130.63,0.41,9,12,0.23,695099.51,2,64977.071700000015,24,159872.8873,220261.26,36
102297.27,0.33,10,25,0.26,377257.41,0,68539.1709,25,98086.92659999999,306891.81,50
99811.14,0.21,5,14,0.07,840970.74,0,78850.8006,14,58867.9518,199622.28,14
94227.67,0.1,6,18,0.11,401633.55,1,84804.903,18,44179.6905,188455.34,18
91962.54,0.39,7,20,0.12,699186.69,2,56097.149399999995,0,83902.4028,91962.54,20
76426.6,0.15,10,7,0.19,591837.83,0,64962.61,14,112449.1877,152853.2,7
75681.76,0.56,3,13,0.26,414360.99,1,33299.97439999999,26,107733.85740000001,0.0,13
16795.56,0.46,2,26,0.23,95165.68,2,9069.602400000002,26,21888.1064,33591.12,78
82527.42,0.2,6,29,0.25,737559.5,1,66021.936,58,184389.875,165054.84,0
82059.99,0.45,4,26,0.2,695282.72,1,45132.99450000001,26,139056.544,0.0,26
29588.61,0.49,9,21,0.2,99264.56,1,15090.1911,21,19852.912,29588.61,21
76486.5,0.25,10,6,0.22,578948.35,1,57364.875,6,127368.637,152973.0,6
29166.1,0.2,3,25,0.29,85194.84,1,23332.88,50,24706.503599999996,87498.29999999999,50
71802.28,0.41,4,4,0.12,402592.34,2,42363.3452,8,48311.0808,0.0,4
65601.23,0.14,1,20,0.28,600264.15,2,56417.057799999995,40,168073.96200000003,131202.46,20
77890.58,0.16,2,5,0.06,659737.7,1,65428.0872,10,39584.261999999995,233671.74,15
71002.92,0.54,10,8,0.27,479140.07,0,32661.343199999996,8,129367.81890000001,142005.84,24
82680.57,0.3,4,9,0.24,279219.24,2,57876.399,18,67012.6176,82680.57,9
72049.71,0.29,5,7,0.09,371509.45,2,51155.2941,7,33435.8505,72049.71,7
71235.69,0.12,1,15,0.18,279375.27,2,62687.4072,30,50287.5486,213707.07,30
21907.69,0.12,3,29,0.23,185057.94,2,19278.7672,58,42563.3262,43815.38,29
89902.96,0.4,3,27,0.14,674971.41,1,53941.776000000005,27,94495.99740000001,0.0,0
84611.78,0.31,7,17,0.21,511443.0,2,58382.12819999999,0,107403.03,169223.56,17
78374.03,0.48,9,14,0.24,267874.82,1,40754.4956,14,64289.9568,156748.06,42
121956.04,0.16,9,13,0.07,757242.14,0,102443.07359999999,26,53006.94980000001,0.0,13
94547.57,0.56,10,14,0.25,309297.41,1,41600.930799999995,0,77324.3525,283642.71,14
103481.72,0.41,8,9,0.18,881225.86,1,61054.21480000001,18,158620.6548,206963.44,27
96685.6,0.46,9,5,0.18,214926.18,0,52210.22400000001,0,38686.7124,193371.2,10
69844.81,0.2,10,3,0.09,442047.39,0,55875.848,3,39784.2651,139689.62,9
80650.77,0.44,10,22,0.24,234764.02,2,45164.431200000006,0,56343.364799999996,0.0,66
54357.87,0.5,8,29,0.22,395032.97,1,27178.935,58,86907.2534,54357.87,58
64297.37,0.44,10,11,0.28,153223.74,2,36006.527200000004,22,42902.6472,192892.11000000002,33
80200.59,0.35,3,25,0.19,601890.9,2,52130.383499999996,50,114359.27100000001,160401.18,25
60151.77,0.32,4,21,0.21,386264.41,0,40903.20359999999,0,81115.52609999999,180455.31,0
64504.43,0.32,2,26,0.12,332154.26,2,43863.0124,0,39858.5112,129008.86,0
104344.91,0.36,5,15,0.15,1006195.77,2,66780.7424,30,150929.36549999999,313034.73,0
66300.16,0.23,7,27,0.3,553270.63,1,51051.1232,27,165981.18899999998,132600.32,81
77627.73,0.22,1,21,0.17,360038.97,1,60549.6294,42,61206.6249,232883.19,63
92913.03,0.55,6,3,0.2,411241.87,2,41810.86349999999,6,82248.37400000001,92913.03,3
68529.39,0.36,4,23,0.24,523401.88,1,43858.8096,0,125616.4512,0.0,23
46075.16,0.15,3,17,0.08,147847.5,1,39163.886,0,11827.800000000001,46075.16,0
109661.16,0.41,10,10,0.09,592585.31,1,64700.084400000014,10,53332.6779,0.0,10
46237.0,0.55,3,11,0.2,178279.53,1,20806.649999999998,22,35655.906,46237.0,11
68319.02,0.51,10,5,0.1,507808.9,2,33476.319800000005,5,50780.89000000001,136638.04,0
91298.64,0.37,7,26,0.25,424943.91,1,57518.1432,0,106235.9775,0.0,26
84208.3,0.29,5,29,0.27,484292.65,0,59787.893,58,130759.01550000001,168416.6,58
107324.64,0.42,10,17,0.1,455660.82,1,62248.29120000001,0,45566.082,321973.92,51
76378.95,0.28,1,4,0.28,426573.34,1,54992.844,8,119440.53520000001,229136.84999999998,4
54408.4,0.57,1,24,0.22,533217.62,2,23395.612000000005,48,117307.8764,108816.8,24
32920.05,0.59,7,20,0.19,232230.09,1,13497.220500000003,20,44123.7171,32920.05,20
93333.82,0.4,2,25,0.16,339804.46,2,56000.292,25,54368.7136,93333.82,0
95466.86,0.55,10,6,0.26,822081.43,0,42960.087,0,213741.1718,95466.86,6
55581.56,0.5,1,18,0.13,209563.37,1,27790.78,18,27243.2381,55581.56,36
78118.33,0.46,10,14,0.1,498910.33,0,42183.8982,14,49891.033,78118.33,0
82162.98,0.19,1,21,0.06,705822.55,2,66552.0138,21,42349.353,164325.96,63
25873.13,0.54,6,15,0.09,172201.94,0,11901.639799999999,0,15498.1746,77619.39,15
52253.11,0.18,2,26,0.26,149980.41,1,42847.550200000005,0,38994.9066,52253.11,52
97892.57,0.11,10,18,0.21,379622.11,1,87124.3873,36,79720.6431,195785.14,36
82501.74,0.58,5,4,0.07,503843.87,2,34650.730800000005,4,35269.070900000006,247505.22000000003,8
56174.28,0.51,8,21,0.07,449948.32,1,27525.3972,21,31496.382400000002,112348.56,63
60402.32,0.33,5,13,0.22,570724.49,0,40469.55439999999,26,125559.3878,0.0,39
98562.83,0.13,4,13,0.21,971631.53,0,85749.6621,26,204042.6213,295688.49,26
150816.2,0.23,4,27,0.06,1237904.79,2,116128.47400000002,54,74274.2874,301632.4,27
84597.29,0.22,9,14,0.25,698783.15,1,65985.8862,28,174695.7875,0.0,0
105538.2,0.31,4,17,0.11,668827.05,1,72821.358,17,73570.9755,211076.4,51
77647.48,0.44,9,18,0.15,537778.88,1,43482.588800000005,18,80666.832,232942.44,0
55027.67,0.32,9,29,0.19,308219.29,0,37418.815599999994,58,58561.6651,110055.34,58
91550.81,0.1,7,23,0.26,854354.45,2,82395.729,23,222132.157,183101.62,69
120073.25,0.13,2,20,0.29,1137714.91,0,104463.7275,40,329937.32389999996,240146.5,40
36624.12,0.51,2,18,0.27,341315.02,1,17945.8188,36,92155.05540000001,109872.36000000002,54
52605.69,0.21,7,12,0.1,465441.9,1,41558.4951,0,46544.19,157817.07,0
58421.01,0.44,4,16,0.29,569053.95,0,32715.765600000002,16,165025.64549999998,0.0,48
72393.01,0.43,3,17,0.12,370696.24,1,41264.0157,17,44483.5488,72393.01,17
64065.32,0.16,3,4,0.12,440286.35,1,53814.8688,8,52834.361999999994,64065.32,0
54671.43,0.46,2,19,0.17,376885.71,0,29522.572200000002,0,64070.57070000001,0.0,19
92134.52,0.49,6,8,0.16,593730.1,1,46988.605200000005,16,94996.81599999999,0.0,24
25966.26,0.42,4,5,0.09,173200.36,1,15060.4308,10,15588.032399999998,51932.52,15
83841.73,0.53,6,11,0.27,809689.61,0,39405.613099999995,22,218616.19470000002,83841.73,0
70949.24,0.16,9,11,0.14,572147.09,2,59597.361600000004,0,80100.5926,70949.24,0
29119.45,0.52,5,8,0.26,254695.68,2,13977.336,8,66220.8768,29119.45,8
66178.04,0.13,2,14,0.1,271137.89,1,57574.894799999995,28,27113.789000000004,0.0,0
52733.75,0.57,7,29,0.12,390561.72,2,22675.512500000004,58,46867.40639999999,105467.5,0
45022.95,0.51,5,8,0.09,309358.58,1,22061.245499999997,8,27842.2722,135068.84999999998,0
83548.36,0.47,9,4,0.17,177174.44,2,44280.6308,4,30119.654800000004,250645.08000000002,12
103434.93,0.31,6,7,0.14,918274.73,1,71370.10169999998,7,128558.46220000001,310304.79,0
75612.48,0.1,2,18,0.14,278401.76,2,68051.232,18,38976.2464,0.0,18
80087.45,0.48,5,28,0.19,696832.16,1,41645.474,56,132398.1104,240262.34999999998,84
91052.52,0.39,6,4,0.11,664951.02,1,55542.0372,8,73144.6122,0.0,12
77191.48,0.29,3,12,0.12,698623.55,0,54805.95079999999,12,83834.826,231574.44,24
67941.21,0.43,2,25,0.29,666788.74,1,38726.489700000006,25,193368.7346,203823.63,50
53378.72,0.51,1,22,0.16,111852.07,0,26155.5728,44,17896.3312,0.0,66
136496.87,0.24,5,14,0.16,428008.65,2,103737.6212,28,68481.384,0.0,14
96953.96,0.17,8,20,0.14,916900.67,1,80471.7868,40,128366.09380000002,290861.88,40
84791.79,0.32,5,12,0.23,496235.94,0,57658.41719999999,24,114134.26620000001,84791.79,0
92953.79,0.25,4,24,0.23,891598.19,1,69715.3425,24,205067.5837,92953.79,0
51637.82,0.43,6,23,0.25,275189.86,1,29433.5574,46,68797.465,0.0,69
67107.68,0.52,3,17,0.12,454967.06,1,32211.686399999995,34,54596.0472,201323.03999999998,34
56382.66,0.6,1,21,0.15,281315.78,0,22553.064000000002,0,42197.367000000006,56382.66,21
58139.05,0.18,2,27,0.3,288736.59,1,47674.02100000001,54,86620.977,0.0,27
55370.61,0.5,4,24,0.08,437110.78,0,27685.305,48,34968.862400000005,0.0,72
44616.41,0.1,10,6,0.11,176705.92,1,40154.76900000001,12,19437.6512,0.0,6
109536.18,0.35,10,8,0.18,750162.56,1,71198.51699999999,0,135029.26080000002,109536.18,8
56200.73,0.12,1,27,0.08,474820.22,1,49456.642400000004,27,37985.6176,56200.73,54
86747.54,0.56,4,12,0.22,836767.7,1,38168.91759999999,24,184088.894,0.0,12
63183.7,0.27,9,29,0.21,612637.79,1,46124.100999999995,0,128653.9359,0.0,29
88710.37,0.42,7,12,0.17,308310.11,1,51452.0146,12,52412.718700000005,0.0,24
107332.43,0.6,9,29,0.05,735947.56,1,42932.972,0,36797.378000000004,321997.29,0
73843.78,0.45,8,7,0.21,352589.73,0,40614.079000000005,14,74043.8433,73843.78,0
109170.32,0.38,3,11,0.21,783962.66,1,67685.5984,22,164632.1586,109170.32,33
12658.19,0.13,6,19,0.28,43961.97,1,11012.6253,0,12309.351600000002,12658.19,57
17403.1,0.17,8,25,0.09,116095.16,0,14444.572999999999,50,10448.5644,34806.2,75
30977.74,0.43,9,19,0.25,145762.16,2,17657.311800000003,38,36440.54,30977.74,38
107061.51,0.42,10,4,0.28,741583.64,2,62095.675800000005,4,207643.41920000003,0.0,0
95829.96,0.6,6,25,0.28,365979.17,1,38331.984000000004,50,102474.1676,191659.92,25
102080.29,0.27,1,13,0.1,804030.24,1,74518.6117,0,80403.024,306240.87,39
61526.5,0.34,7,7,0.27,343037.26,2,40607.49,0,92620.0602,61526.5,7
70697.43,0.44,3,4,0.2,382977.1,1,39590.5608,0,76595.42,212092.28999999998,4
106728.73,0.56,6,11,0.29,467257.47,2,46960.64119999999,22,135504.66629999998,320186.19,11
71775.33,0.19,3,15,0.25,533371.62,0,58138.01730000001,15,133342.905,0.0,30
98533.39,0.11,1,10,0.16,218307.73,1,87694.7171,10,34929.2368,197066.78,20
9037.34,0.3,3,25,0.06,28899.94,2,6326.138,0,1733.9963999999998,18074.68,75
19250.44,0.56,6,24,0.15,168214.41,1,8470.193599999999,48,25232.1615,0.0,48
65278.37,0.22,4,29,0.07,224601.35,1,50917.128600000004,29,15722.094500000001,65278.37,87
89534.18,0.39,8,10,0.28,226704.81,1,54615.849799999996,10,63477.34680000001,0.0,10
37681.11,0.35,8,28,0.06,90821.09,1,24492.7215,0,5449.265399999999,0.0,0
77623.01,0.59,7,5,0.16,767701.87,2,31825.4341,10,122832.29920000001,0.0,10
75375.19,0.39,8,12,0.29,624566.72,1,45978.8659,12,181124.34879999998,0.0,36
96527.29,0.27,4,24,0.16,248436.25,1,70464.92169999999,48,39749.8,0.0,72
83664.28,0.41,3,29,0.16,243168.67,1,49361.925200000005,58,38906.9872,83664.28,0
112574.82,0.38,9,10,0.22,306362.02,0,69796.38840000001,20,67399.6444,0.0,10
10635.9,0.33,7,29,0.23,66641.51,2,7126.052999999999,58,15327.5473,0.0,58
38813.44,0.45,7,3,0.15,267150.24,1,21347.392000000003,6,40072.536,77626.88,0
73723.84,0.49,7,19,0.09,166496.06,0,37599.1584,38,14984.6454,73723.84,57
70800.69,0.26,10,21,0.22,206645.67,0,52392.5106,42,45462.0474,0.0,63
95130.07,0.57,2,9,0.29,551698.52,1,40905.930100000005,18,159992.5708,95130.07,18
5037.62,0.13,6,16,0.05,11051.48,1,4382.7294,16,552.574,15112.86,0
35553.57,0.13,7,26,0.2,172587.83,1,30931.6059,52,34517.566,71107.14,78
82968.88,0.28,10,22,0.17,596250.17,1,59737.5936,44,101362.52890000002,165937.76,66
19415.75,0.32,6,22,0.19,65509.63,2,13202.71,0,12446.8297,0.0,22
64872.4,0.16,4,3,0.12,518311.76,1,54492.816,6,62197.4112,64872.4,3
37363.19,0.22,8,4,0.17,244851.3,0,29143.288200000003,8,41624.721,0.0,4
114515.58,0.3,10,7,0.25,709683.13,1,80160.906,0,177420.7825,114515.58,21
102769.61,0.37,4,11,0.1,627871.36,1,64744.8543,22,62787.136,308308.83,0
39937.68,0.4,9,24,0.24,168352.86,2,23962.608,48,40404.6864,39937.68,24
50485.41,0.32,5,29,0.2,167622.19,1,34330.078799999996,0,33524.438,50485.41,29
60344.94,0.37,4,6,0.27,156461.71,0,38017.3122,6,42244.661700000004,181034.82,12
65702.5,0.36,9,14,0.06,420389.79,1,42049.6,28,25223.3874,131405.0,14
39490.32,0.31,8,21,0.26,86319.03,1,27248.320799999998,0,22442.9478,0.0,63
97523.2,0.55,2,23,0.06,856097.65,2,43885.439999999995,23,51365.859,195046.4,46
75392.21,0.13,3,28,0.29,314258.64,1,65591.2227,28,91135.0056,226176.63,28
66516.01,0.42,8,16,0.2,480283.98,1,38579.285800000005,0,96056.796,133032.02,32
69876.69,0.46,1,13,0.26,199128.3,1,37733.4126,26,51773.358,139753.38,0
80374.17,0.37,5,25,0.08,794020.63,1,50635.7271,50,63521.6504,80374.17,0
102183.43,0.36,3,15,0.14,317085.99,1,65397.3952,30,44392.0386,306550.29,15
39004.91,0.23,5,25,0.07,239261.73,2,30033.780700000003,50,16748.3211,78009.82,0
30814.87,0.37,7,18,0.05,203255.21,1,19413.3681,18,10162.7605,92444.61,36
41774.81,0.43,1,8,0.3,317268.61,1,23811.6417,0,95180.583,0.0,8
73376.5,0.22,2,5,0.24,297384.25,2,57233.670000000006,10,71372.22,146753.0,10
45101.73,0.28,5,14,0.13,272817.33,1,32473.245600000002,28,35466.25290000001,0.0,0
43862.09,0.29,3,23,0.11,244800.48,1,31142.083899999994,46,26928.0528,0.0,23
63257.58,0.42,8,19,0.08,382148.18,2,36689.396400000005,0,30571.8544,0.0,38
56826.48,0.45,7,6,0.29,113809.08,1,31254.564000000006,12,33004.6332,0.0,0
61682.45,0.19,1,8,0.1,441709.14,0,49962.7845,16,44170.914000000004,123364.9,24
64705.05,0.37,1,28,0.19,330540.3,1,40764.1815,56,62802.657,194115.15000000002,28
108628.14,0.56,5,14,0.17,868698.16,0,47796.38159999999,28,147678.68720000001,108628.14,14
74428.24,0.32,8,26,0.2,468175.96,1,50611.203199999996,52,93635.19200000001,148856.48,52
61405.73,0.58,4,13,0.12,168531.98,2,25790.406600000002,0,20223.8376,122811.46,0
84780.02,0.24,2,9,0.25,644289.54,1,64432.815200000005,0,161072.385,0.0,27
120997.9,0.41,10,11,0.26,823598.13,0,71388.76100000001,22,214135.51380000002,0.0,22
63531.6,0.44,3,26,0.15,164804.05,1,35577.696,52,24720.6075,0.0,78
80986.61,0.57,6,5,0.27,387403.55,2,34824.242300000005,10,104598.95850000001,0.0,0
79163.69,0.43,10,18,0.2,632940.28,1,45123.30330000001,0,126588.05600000001,0.0,0
41740.09,0.55,4,24,0.28,86133.81,2,18783.040499999996,48,24117.466800000002,125220.26999999999,72
102384.91,0.34,4,15,0.18,554669.43,2,67574.0406,30,99840.49740000001,204769.82,15
71034.53,0.59,5,10,0.22,541036.67,2,29124.157300000003,0,119028.06740000001,0.0,20
64032.24,0.37,4,21,0.08,425061.9,1,40340.3112,0,34004.952000000005,128064.48,21
76402.61,0.29,2,18,0.2,665238.32,2,54245.8531,18,133047.664,76402.61,36
111320.9,0.4,1,16,0.1,389092.54,1,66792.54,32,38909.254,111320.9,16
76224.7,0.17,5,11,0.29,378411.17,2,63266.501,11,109739.23929999999,76224.7,22
57657.13,0.16,5,14,0.29,345595.68,0,48431.989199999996,0,100222.7472,0.0,14
115126.6,0.26,5,12,0.05,432652.46,1,85193.68400000001,0,21632.623000000003,230253.2,0
42672.24,0.56,7,19,0.24,152001.34,2,18775.785599999996,38,36480.321599999996,85344.48,57
68299.2,0.32,9,6,0.11,228960.0,2,46443.45599999999,6,25185.6,68299.2,0
72579.8,0.23,4,29,0.2,207150.82,1,55886.446,58,41430.164000000004,0.0,58
156568.82,0.1,8,6,0.12,856273.45,1,140911.93800000002,0,102752.81399999998,156568.82,12
104590.98,0.21,3,3,0.1,439297.12,1,82626.8742,0,43929.712,313772.94,3
94263.37,0.3,5,11,0.27,417899.57,1,65984.359,22,112832.88390000002,188526.74,0
24652.67,0.23,3,20,0.29,223472.56,2,18982.5559,20,64807.0424,0.0,0
97289.59,0.16,7,4,0.28,346763.28,2,81723.25559999999,8,97093.71840000001,194579.18,4
86382.61,0.28,5,15,0.25,713588.36,0,62195.4792,15,178397.09,259147.83000000002,45
29885.33,0.22,2,6,0.17,112975.8,1,23310.5574,6,19205.886000000002,29885.33,18
100663.9,0.37,8,7,0.07,207375.61,1,63418.257,14,14516.2927,100663.9,14
72962.11,0.52,7,12,0.28,635377.77,0,35021.8128,12,177905.77560000002,145924.22,36
68625.81,0.43,7,18,0.26,584823.42,1,39116.7117,36,152054.08920000002,68625.81,54
93519.57,0.29,3,9,0.09,893718.01,1,66398.8947,18,80434.6209,187039.14,0
75585.04,0.14,6,6,0.27,153512.78,2,65003.134399999995,6,41448.450600000004,226755.12,18
72963.43,0.54,4,29,0.28,305751.86,1,33563.1778,29,85610.5208,218890.28999999998,87
63672.2,0.2,10,8,0.15,630397.28,0,50937.76,8,94559.592,63672.2,16
92012.23,0.16,4,15,0.07,857351.58,1,77290.2732,0,60014.6106,184024.46,15
78717.03,0.45,4,5,0.2,416870.83,1,43294.366500000004,10,83374.16600000001,157434.06,15
89965.76,0.15,4,25,0.25,462410.32,1,76470.896,0,115602.58,0.0,50
82975.51,0.54,9,8,0.28,514226.79,2,38168.734599999996,8,143983.5012,248926.52999999997,0
51003.97,0.45,3,24,0.11,148023.24,1,28052.183500000003,48,16282.5564,102007.94,72
76039.24,0.23,6,15,0.08,393046.69,1,58550.21480000001,30,31443.7352,0.0,45
116249.47,0.5,6,16,0.12,242019.08,1,58124.735,32,29042.289599999996,116249.47,32
61607.5,0.57,1,15,0.13,192738.13,1,26491.225000000002,15,25055.9569,61607.5,15
89652.47,0.15,2,27,0.18,464955.69,1,76204.5995,54,83692.0242,268957.41000000003,81
71660.22,0.24,2,22,0.27,557392.56,1,54461.7672,44,150495.99120000002,0.0,44
80109.15,0.12,1,23,0.18,450625.36,1,70496.052,46,81112.5648,0.0,69
66710.44,0.3,10,29,0.08,526347.81,0,46697.308,29,42107.8248,66710.44,29
62852.32,0.3,10,28,0.09,573686.49,1,43996.623999999996,28,51631.7841,0.0,28
53900.63,0.55,6,25,0.24,321810.79,2,24255.283499999998,0,77234.58959999999,107801.26,75
74440.85,0.24,1,24,0.26,519077.07,1,56575.046,48,134960.0382,0.0,0
109262.47,0.38,4,18,0.1,907286.64,0,67742.7314,36,90728.664,109262.47,36
56653.21,0.25,8,28,0.25,183098.21,1,42489.9075,56,45774.5525,113306.42,56
70276.8,0.48,1,15,0.07,295283.29,2,36543.936,30,20669.8303,0.0,30
77049.18,0.51,5,27,0.2,161231.28,1,37754.09819999999,54,32246.256,77049.18,0
89915.85,0.39,3,14,0.22,866207.09,0,54848.6685,14,190565.5598,0.0,42
109349.68,0.35,10,15,0.16,827661.27,2,71077.292,30,132425.8032,218699.36,30
22043.57,0.11,5,9,0.23,113425.93,2,19618.7773,9,26087.9639,66130.70999999999,27
13157.68,0.34,7,9,0.21,113307.29,2,8684.0688,18,23794.530899999998,39473.04,0
63741.26,0.16,1,4,0.13,534771.65,1,53542.6584,4,69520.31450000001,127482.52,8
64854.2,0.48,6,25,0.12,453477.53,2,33724.184,50,54417.3036,64854.2,50
59269.72,0.39,7,7,0.15,183524.95,1,36154.5292,0,27528.7425,118539.44,0
98163.73,0.22,2,5,0.06,435950.28,0,76567.70939999999,10,26157.0168,98163.73,15
58928.2,0.5,5,5,0.26,266352.34,1,29464.1,10,69251.60840000001,176784.59999999998,10
71562.15,0.2,8,24,0.26,304447.86,2,57249.72,0,79156.4436,214686.44999999998,48
66497.18,0.26,6,8,0.21,509861.49,0,49207.913199999995,16,107070.9129,199491.53999999998,0
59725.59,0.41,10,12,0.13,526368.77,1,35238.0981,24,68427.9401,59725.59,24
52465.29,0.47,10,19,0.08,509839.85,1,27806.603700000003,19,40787.188,157395.87,19
95112.71,0.37,10,13,0.19,525178.58,0,59921.007300000005,13,99783.93019999999,95112.71,39
43598.19,0.59,8,22,0.21,371403.9,1,17875.2579,0,77994.819,130794.57,22
76051.8,0.55,9,15,0.27,585434.74,2,34223.31,15,158067.3798,152103.6,45
96198.56,0.25,4,27,0.15,778018.91,1,72148.92,54,116702.8365,0.0,81
57773.4,0.4,2,10,0.26,215306.3,1,34664.04,20,55979.638,115546.8,30
105707.91,0.46,10,27,0.18,998183.1,1,57082.271400000005,54,179672.95799999998,317123.73,81
97454.78,0.31,5,18,0.16,437212.27,1,67243.79819999999,36,69953.9632,194909.56,54
70656.64,0.5,6,11,0.22,416662.94,2,35328.32,22,91665.8468,0.0,11
45910.37,0.2,3,23,0.11,293465.01,1,36728.296,46,32281.151100000003,0.0,46
120680.5,0.22,2,9,0.08,950707.51,2,94130.79000000001,18,76056.6008,120680.5,27
86715.87,0.5,3,3,0.27,788288.35,1,43357.935,6,212837.85450000002,86715.87,9
101043.16,0.23,10,6,0.2,329512.15,1,77803.2332,12,65902.43000000001,0.0,18
59974.11,0.17,3,13,0.16,543532.15,2,49778.5113,13,86965.144,0.0,26
79877.26,0.38,10,15,0.28,788811.44,2,49523.90119999999,15,220867.20320000002,0.0,0
105456.6,0.45,4,20,0.26,639924.4,2,58001.130000000005,40,166380.344,210913.2,20
79095.71,0.47,7,29,0.16,177397.41,2,41920.7263,29,28383.585600000002,79095.71,58
80971.37,0.17,10,6,0.06,236696.07,1,67206.2371,12,14201.7642,80971.37,0
64032.89,0.24,3,18,0.23,306689.56,0,48664.9964,36,70538.5988,128065.78,0
119915.82,0.5,3,12,0.21,250640.13,1,59957.91,24,52634.427299999996,119915.82,24
86516.09,0.38,6,4,0.12,614113.92,1,53639.9758,8,73693.6704,86516.09,0
56861.94,0.32,1,5,0.22,288995.43,2,38666.1192,5,63578.9946,0.0,10
89605.81,0.37,8,15,0.09,429013.59,0,56451.660299999996,15,38611.2231,268817.43,15
55203.92,0.41,2,9,0.21,505997.31,1,32570.312800000003,18,106259.4351,110407.84,0
118270.58,0.11,3,21,0.13,670883.81,2,105260.8162,42,87214.8953,354811.74,0
54068.13,0.24,2,9,0.14,384443.06,1,41091.7788,9,53822.0284,0.0,0
79117.15,0.38,2,13,0.11,249670.11,2,49052.632999999994,26,27463.712099999997,79117.15,26
72757.44,0.32,10,26,0.09,397601.96,2,49475.059199999996,0,35784.176400000004,0.0,78
91175.92,0.28,2,11,0.05,304640.89,2,65646.6624,11,15232.044500000002,273527.76,33
116248.07,0.16,8,25,0.13,698001.96,0,97648.3788,0,90740.2548,232496.14,25
99081.18,0.17,6,9,0.25,324985.34,1,82237.37939999999,9,81246.335,297243.54,27
124617.92,0.22,8,17,0.12,893027.33,2,97201.9776,34,107163.2796,249235.84,17
85435.01,0.13,8,28,0.27,468467.77,1,74328.45869999999,0,126486.29790000002,256305.02999999997,84
